  1	  530.79
  1	  231.22
  2	  212.35
  2	  142.11
  3	  153.58
  3	  117.36
  4	  128.95
  4	  107.95
  5	  115.82
  5	  100.64
  6	  106.87
  6	   96.27
  7	  100.55
  7	   94.22
  8	   94.64
  8	   90.71
  9	   90.77
  9	   90.15
 10	   86.86
 10	   88.54
 11	   83.96
 11	   87.20
 12	   81.33
 12	   86.18
 13	   78.78
 13	   86.18
 14	   76.93
 14	   84.75
 15	   75.11
 15	   85.09
 16	   68.25
 16	   81.32
 17	   65.46
 17	   80.83
 18	   64.23
 18	   80.66
 19	   62.92
 19	   80.90
 20	   61.39
 20	   79.70
 21	   60.56
 21	   79.70
 22	   60.14
 22	   79.50
 23	   60.03
 23	   79.43
 24	   59.42
 24	   79.37
 25	   59.94
 25	   79.36
 26	   59.30
 26	   79.39
 27	   59.36
 27	   79.39
 28	   59.43
 28	   79.40
 29	   59.44
 29	   79.40
 30	   59.52
 30	   79.40
 31	   59.19
 31	   79.40
 32	   59.20
 32	   79.40
 33	   59.28
 33	   79.40
 34	   59.50
 34	   79.40
 35	   59.38
 35	   79.40
 36	   59.58
 36	   79.40
 37	   59.15
 37	   79.40
 38	   59.24
 38	   79.40
 39	   58.95
 39	   79.40
 40	   59.27
 40	   79.40
end	   75.66
