  1	  568.57
  1	  237.65
  2	  257.85
  2	  167.77
  3	  204.56
  3	  146.66
  4	  182.42
  4	  138.24
  5	  169.64
  5	  128.01
  6	  160.61
  6	  125.93
  7	  155.03
  7	  121.27
  8	  150.33
  8	  117.83
  9	  147.32
  9	  116.03
 10	  144.01
 10	  114.61
 11	  141.27
 11	  113.62
 12	  139.00
 12	  114.01
 13	  130.07
 13	  108.01
 14	  125.23
 14	  106.91
 15	  122.90
 15	  106.47
 16	  120.70
 16	  105.63
 17	  119.03
 17	  105.18
 18	  117.22
 18	  104.33
 19	  115.96
 19	  104.07
 20	  114.90
 20	  103.61
 21	  114.08
 21	  103.64
 22	  112.29
 22	  102.21
 23	  110.95
 23	  102.01
 24	  110.05
 24	  101.97
 25	  110.01
 25	  101.93
 26	  109.16
 26	  101.90
 27	  108.89
 27	  101.71
 28	  108.99
 28	  101.53
 29	  108.87
 29	  101.50
 30	  108.02
 30	  101.28
 31	  107.92
 31	  101.24
 32	  108.00
 32	  101.10
 33	  106.96
 33	  100.86
 34	  106.92
 34	  100.92
 35	  106.51
 35	  100.79
 36	  106.45
 36	  100.74
 37	  106.34
 37	  100.68
 38	  106.28
 38	  100.69
 39	  105.96
 39	  100.69
 40	  106.00
 40	  100.69
end	   98.77
